vessel_type,displacement,heading,CXw,CYw,CMw,CXc,CYc,CMc,vessel_name,loa,beam,draft
VLCC,250000,0.0,0.95,0,0,1.05,0,0,Sample VLCC 1,330,60,20.0
VLCC,250000,15.0,0.919333243660162,0.245878092847395,0.125,1.01592582628907,0.258819045102521,0.14,Sample VLCC 1,330,60,20.0
VLCC,250000,30.0,0.829422863405995,0.475,0.21650635094611,0.916025403784439,0.5,0.242487113059643,Sample VLCC 1,330,60,20.0
VLCC,250000,45.0,0.686396103067893,0.67175144212722,0.25,0.757106781186548,0.707106781186547,0.28,Sample VLCC 1,330,60,20.0
VLCC,250000,60.0,0.5,0.822724133595217,0.21650635094611,0.55,0.866025403784439,0.242487113059643,Sample VLCC 1,330,60,20.0
VLCC,250000,75.0,0.282937140592269,0.917629534974615,0.125,0.308819045102521,0.965925826289068,0.14,Sample VLCC 1,330,60,20.0
VLCC,250000,90.0,0.0500000000000001,0.95,3.06161699786838e-17,0.0500000000000001,1,3.42901103761259e-17,Sample VLCC 1,330,60,20.0
VLCC,250000,105.0,-0.182937140592269,0.917629534974615,-0.125,-0.208819045102521,0.965925826289068,-0.14,Sample VLCC 1,330,60,20.0
VLCC,250000,120.0,-0.4,0.822724133595217,-0.21650635094611,-0.45,0.866025403784439,-0.242487113059643,Sample VLCC 1,330,60,20.0
VLCC,250000,135.0,-0.586396103067893,0.67175144212722,-0.25,-0.657106781186547,0.707106781186548,-0.28,Sample VLCC 1,330,60,20.0
VLCC,250000,150.0,-0.729422863405995,0.475,-0.21650635094611,-0.816025403784439,0.5,-0.242487113059643,Sample VLCC 1,330,60,20.0
VLCC,250000,165.0,-0.819333243660161,0.245878092847395,-0.125,-0.915925826289068,0.258819045102521,-0.14,Sample VLCC 1,330,60,20.0
VLCC,250000,180.0,-0.85,1.16341445918999e-16,-6.12323399573677e-17,-0.95,1.22464679914735e-16,-6.85802207522518e-17,Sample VLCC 1,330,60,20.0
VLCC,300000,0.0,0.95,0,0,1.05,0,0,Sample VLCC 1,330,60,22.0
VLCC,300000,15.0,0.919333243660162,0.245878092847395,0.125,1.01592582628907,0.258819045102521,0.14,Sample VLCC 1,330,60,22.0
VLCC,300000,30.0,0.829422863405995,0.475,0.21650635094611,0.916025403784439,0.5,0.242487113059643,Sample VLCC 1,330,60,22.0
VLCC,300000,45.0,0.686396103067893,0.67175144212722,0.25,0.757106781186548,0.707106781186547,0.28,Sample VLCC 1,330,60,22.0
VLCC,300000,60.0,0.5,0.822724133595217,0.21650635094611,0.55,0.866025403784439,0.242487113059643,Sample VLCC 1,330,60,22.0
VLCC,300000,75.0,0.282937140592269,0.917629534974615,0.125,0.308819045102521,0.965925826289068,0.14,Sample VLCC 1,330,60,22.0
VLCC,300000,90.0,0.0500000000000001,0.95,3.06161699786838e-17,0.0500000000000001,1,3.42901103761259e-17,Sample VLCC 1,330,60,22.0
VLCC,300000,105.0,-0.182937140592269,0.917629534974615,-0.125,-0.208819045102521,0.965925826289068,-0.14,Sample VLCC 1,330,60,22.0
VLCC,300000,120.0,-0.4,0.822724133595217,-0.21650635094611,-0.45,0.866025403784439,-0.242487113059643,Sample VLCC 1,330,60,22.0
VLCC,300000,135.0,-0.586396103067893,0.67175144212722,-0.25,-0.657106781186547,0.707106781186548,-0.28,Sample VLCC 1,330,60,22.0
VLCC,300000,150.0,-0.729422863405995,0.475,-0.21650635094611,-0.816025403784439,0.5,-0.242487113059643,Sample VLCC 1,330,60,22.0
VLCC,300000,165.0,-0.819333243660161,0.245878092847395,-0.125,-0.915925826289068,0.258819045102521,-0.14,Sample VLCC 1,330,60,22.0
VLCC,300000,180.0,-0.85,1.16341445918999e-16,-6.12323399573677e-17,-0.95,1.22464679914735e-16,-6.85802207522518e-17,Sample VLCC 1,330,60,22.0
VLCC,350000,0.0,0.95,0,0,1.05,0,0,Sample VLCC 1,330,60,24.0
VLCC,350000,15.0,0.919333243660162,0.245878092847395,0.125,1.01592582628907,0.258819045102521,0.14,Sample VLCC 1,330,60,24.0
VLCC,350000,30.0,0.829422863405995,0.475,0.21650635094611,0.916025403784439,0.5,0.242487113059643,Sample VLCC 1,330,60,24.0
VLCC,350000,45.0,0.686396103067893,0.67175144212722,0.25,0.757106781186548,0.707106781186547,0.28,Sample VLCC 1,330,60,24.0
VLCC,350000,60.0,0.5,0.822724133595217,0.21650635094611,0.55,0.866025403784439,0.242487113059643,Sample VLCC 1,330,60,24.0
VLCC,350000,75.0,0.282937140592269,0.917629534974615,0.125,0.308819045102521,0.965925826289068,0.14,Sample VLCC 1,330,60,24.0
VLCC,350000,90.0,0.0500000000000001,0.95,3.06161699786838e-17,0.0500000000000001,1,3.42901103761259e-17,Sample VLCC 1,330,60,24.0
VLCC,350000,105.0,-0.182937140592269,0.917629534974615,-0.125,-0.208819045102521,0.965925826289068,-0.14,Sample VLCC 1,330,60,24.0
VLCC,350000,120.0,-0.4,0.822724133595217,-0.21650635094611,-0.45,0.866025403784439,-0.242487113059643,Sample VLCC 1,330,60,24.0
VLCC,350000,135.0,-0.586396103067893,0.67175144212722,-0.25,-0.657106781186547,0.707106781186548,-0.28,Sample VLCC 1,330,60,24.0
VLCC,350000,150.0,-0.729422863405995,0.475,-0.21650635094611,-0.816025403784439,0.5,-0.242487113059643,Sample VLCC 1,330,60,24.0
VLCC,350000,165.0,-0.819333243660161,0.245878092847395,-0.125,-0.915925826289068,0.258819045102521,-0.14,Sample VLCC 1,330,60,24.0
VLCC,350000,180.0,-0.85,1.16341445918999e-16,-6.12323399573677e-17,-0.95,1.22464679914735e-16,-6.85802207522518e-17,Sample VLCC 1,330,60,24.0
