time_s,effective_tension_kN
0.0,1194.0093599877873
0.1,1250.0471733037111
0.2,1270.2715054378325
0.30000000000000004,1272.7541818824411
0.4,1277.0018957250504
0.5,1276.6381779314308
0.6000000000000001,1288.518093706379
0.7000000000000001,1284.7957749060088
0.8,1278.4741439435265
0.9,1274.4921743897164
1.0,1238.9617229468554
1.1,1197.873635717865
1.2000000000000002,1194.2332740659465
1.3,1191.8827946184158
1.4000000000000001,1219.7510515690792
1.5,1225.3793163909108
1.6,1215.1230324191972
1.7000000000000002,1222.5709620590117
1.8,1215.906852485556
1.9000000000000001,1212.4911997234856
2.0,1239.1324505247412
2.1,1261.4404503167025
2.2,1259.4362260440164
2.3000000000000003,1247.8732028584493
2.4000000000000004,1233.5226231822944
2.5,1209.586143627279
2.6,1224.4992856276779
2.7,1224.6905236754733
2.8000000000000003,1218.5600702696604
2.9000000000000004,1203.2424938291463
3.0,1174.489070215484
3.1,1148.4366881446108
3.2,1126.9107870401672
3.3000000000000003,1126.8918819426322
3.4000000000000004,1128.813527356018
3.5,1129.5176237916226
3.6,1126.0578086463113
3.7,1093.5498532118347
3.8000000000000003,1078.8372080390195
3.9000000000000004,1106.4029728718563
4.0,1141.2036582503106
4.1000000000000005,1180.9540550775405
4.2,1209.4561459428246
4.3,1203.1002158827307
4.4,1195.9068269644977
4.5,1217.3558489713162
4.6000000000000005,1224.0454973544615
4.7,1245.073825812045
4.800000000000001,1243.5583924189352
4.9,1226.637910483531
5.0,1195.4807652338327
5.1000000000000005,1162.6215356495143
5.2,1156.8835775486525
5.300000000000001,1157.7089281864262
5.4,1180.0473652633625
5.5,1187.5270006045762
5.6000000000000005,1192.808855278538
5.7,1185.2424354734223
5.800000000000001,1203.369427552817
5.9,1222.2627626600415
6.0,1261.770596081958
6.1000000000000005,1296.5802913006487
6.2,1312.909719553835
6.300000000000001,1306.119800407488
6.4,1294.8486170612282
6.5,1269.1589869124196
6.6000000000000005,1271.1745767696566
6.7,1283.227386643878
6.800000000000001,1270.5611944696395
6.9,1265.617385506751
7.0,1219.5980436461418
7.1000000000000005,1186.9985250945929
7.2,1176.3178113441663
7.300000000000001,1168.444364283607
7.4,1186.1436258467688
7.5,1188.2681043422754
7.6000000000000005,1178.3607141384236
7.7,1152.9918824843094
7.800000000000001,1128.331826747749
7.9,1144.1668884999622
8.0,1167.9281829911838
8.1,1175.5212069929964
8.200000000000001,1203.558917778071
8.3,1189.4792080650607
8.4,1171.1265253916056
8.5,1178.1089462074647
8.6,1189.3346496593306
8.700000000000001,1200.8590898658117
8.8,1210.5440340519888
8.9,1204.7529424308445
9.0,1169.8480218876362
9.1,1131.046228361076
9.200000000000001,1117.4824199360933
9.3,1103.3235987345915
9.4,1119.6366827344427
9.5,1114.870087012684
9.600000000000001,1120.843591945257
9.700000000000001,1118.2734951864472
9.8,1130.894136582825
9.9,1159.9166510712805
10.0,1201.8885627548052
10.100000000000001,1242.2239030580213
10.200000000000001,1269.103426802208
10.3,1281.6222874242808
10.4,1272.656616800708
10.5,1263.9587137382782
10.600000000000001,1275.2620028810354
10.700000000000001,1276.6898149511458
10.8,1286.1760558878564
10.9,1273.3700266947587
11.0,1237.8825078471282
11.100000000000001,1212.8253987864075
11.200000000000001,1185.1556311703043
11.3,1192.4711192245654
11.4,1206.5678132090293
11.5,1216.5625604310985
11.600000000000001,1219.9377767905578
11.700000000000001,1205.6034288377089
11.8,1209.696242897338
11.9,1219.787834875752
12.0,1227.2792241482734
12.100000000000001,1264.1640104707822
12.200000000000001,1260.2450577636585
12.3,1254.7557087330918
