case_id,current_speed_kn,is_chart_default_extra_speed,heading_offset_deg,rudder_angle_deg,effective_rudder_inflow_angle_deg,current_speed_m_s,prop_rotation_factor,prop_rotation_factor_basis,beta,rudder_area_m2,yaw_lever_m,base_force_N,normal_force_N,force_x_local_downstream_N,force_y_local_port_of_current_N,force_x_ship_N,force_y_ship_port_N,force_z_heave_N,moment_k_roll_Nm,moment_m_pitch_Nm,moment_n_yaw_bow_port_Nm,moment_n_yaw_bow_port_kN_m,resultant_horizontal_force_N,mooring_reaction_x_N,mooring_reaction_y_N,mooring_reaction_n_Nm,force_component_basis
b1528_sirocco_current_heading_rudder_forces,1.0,False,-10.0,-10.0,0.0,0.51444,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,7135.913160627353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,rudder induced only; local current-frame loads rotated into ship-fixed COG X/Y/N
b1528_sirocco_current_heading_rudder_forces,1.0,False,-10.0,-9.0,1.0,0.51444,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,7135.913160627353,124.53885678042894,2.173502745766687,124.5198889093238,23.763134147617045,122.25072721116447,0.0,0.0,0.0,16540.523391670555,16.540523391670554,124.53885678042894,-23.763134147617045,-122.25072721116447,-16540.523391670555,rudder induced only; local current-frame loads rotated into ship-fixed COG X/Y/N
b1528_sirocco_current_heading_rudder_forces,1.0,False,-10.0,-8.0,2.0,0.51444,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,7135.913160627353,249.0397778186476,8.691362904773465,248.88806951483008,51.77828128715413,243.59766116059018,0.0,0.0,0.0,32958.76355502786,32.95876355502786,249.0397778186476,-51.77828128715413,-243.59766116059018,-32958.76355502786,rudder induced only; local current-frame loads rotated into ship-fixed COG X/Y/N
b1528_sirocco_current_heading_rudder_forces,1.0,False,-10.0,-7.0,3.0,0.51444,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,7135.913160627353,373.4648389280402,19.545639468415978,372.95301834590066,84.01130927722434,363.8929593013219,0.0,0.0,0.0,49234.71739346886,49.23471739346886,373.46483892804014,-84.01130927722434,-363.8929593013219,-49234.71739346886,rudder induced only; local current-frame loads rotated into ship-fixed COG X/Y/N
b1528_sirocco_current_heading_rudder_forces,1.0,False,-10.0,-6.0,4.0,0.51444,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,7135.913160627353,497.77613902966016,34.72310817267455,496.56358137312515,120.42294713833911,482.99006034264545,0.0,0.0,0.0,65348.55516435993,65.34855516435994,497.7761390296601,-120.42294713833911,-482.99006034264545,-65348.55516435993,rudder induced only; local current-frame loads rotated into ship-fixed COG X/Y/N
b1528_sirocco_current_heading_rudder_forces,1.0,False,-10.0,-5.0,5.0,0.51444,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,7135.913160627353,621.9358116972659,54.205277609842874,619.5691581662024,160.96883289854748,600.7438628124439,0.0,0.0,0.0,81280.64463852366,81.28064463852367,621.9358116972659,-160.96883289854748,-600.7438628124439,-81280.64463852366,rudder induced only; local current-frame loads rotated into ship-fixed COG X/Y/N
b1528_sirocco_current_heading_rudder_forces,1.0,False,-10.0,-4.0,6.0,0.51444,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,7135.913160627353,745.9060366918013,77.96841175745993,741.8198853773671,205.5995676416657,717.0109018409908,0.0,0.0,0.0,97011.57501908606,97.01157501908605,745.9060366918012,-205.5995676416657,-717.0109018409908,-97011.57501908606,rudder induced only; local current-frame loads rotated into ship-fixed COG X/Y/N
b1528_sirocco_current_heading_rudder_forces,1.0,False,-10.0,-3.0,7.0,0.51444,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,7135.913160627353,869.6490514818062,105.98355889699701,863.1668193267926,254.26077569224668,831.6495239507939,0.0,0.0,0.0,112522.18059054243,112.52218059054243,869.6490514818062,-254.26077569224668,-831.6495239507939,-112522.18059054243,rudder induced only; local current-frame loads rotated into ship-fixed COG X/Y/N
b1528_sirocco_current_heading_rudder_forces,1.0,False,-10.0,-2.0,8.0,0.51444,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,7135.913160627353,993.1271627462503,138.21658688706722,983.4621174675245,306.8931708639655,944.5200596395389,0.0,0.0,0.0,127793.56406922963,127.79356406922963,993.1271627462503,-306.8931708639655,-944.5200596395389,-127793.56406922963,rudder induced only; local current-frame loads rotated into ship-fixed COG X/Y/N
b1528_sirocco_current_heading_rudder_forces,1.0,False,-10.0,-1.0,9.0,0.51444,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,7135.913160627353,1116.302757856283,174.62822474818202,1102.559218508848,363.4326286907043,1055.484993545862,0.0,0.0,0.0,142807.11962675513,142.80711962675514,1116.302757856283,-363.4326286907043,-1055.484993545862,-142807.11962675513,rudder induced only; local current-frame loads rotated into ship-fixed COG X/Y/N
b1528_sirocco_current_heading_rudder_forces,1.0,False,-10.0,0.0,10.0,0.51444,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,7135.913160627353,1239.1383163324049,215.17411050839038,1220.3130209786464,423.81026455233695,1164.4091319906356,0.0,0.0,0.0,157544.555558333,157.544555558333,1239.1383163324049,-423.81026455233695,-1164.4091319906356,-157544.555558333,rudder induced only; local current-frame loads rotated into ship-fixed COG X/Y/N
b1528_sirocco_current_heading_rudder_forces,1.0,False,-10.0,1.0,11.0,0.51444,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,7135.913160627353,1361.5964212735698,259.80484525150854,1336.5800600071932,487.95251760002805,1271.1597676896429,0.0,0.0,0.0,171987.9165684087,171.98791656840868,1361.5964212735698,-487.95251760002805,-1271.1597676896429,-171987.9165684087,rudder induced only; local current-frame loads rotated into ship-fixed COG X/Y/N
b1528_sirocco_current_heading_rudder_forces,1.0,False,-10.0,2.0,12.0,0.51444,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,7135.913160627353,1483.6397707547342,308.4660533020896,1451.2186821169967,555.7812403787956,1375.606841436959,0.0,0.0,0.0,186119.60564642056,186.11960564642055,1483.639770754734,-555.7812403787956,-1375.606841436959,-186119.60564642056,rudder induced only; local current-frame loads rotated into ship-fixed COG X/Y/N
b1528_sirocco_current_heading_rudder_forces,1.0,False,-10.0,3.0,13.0,0.51444,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,7135.913160627353,1605.2311891893853,361.09844847380845,1564.0892178057416,627.2137940381474,1477.6231005620616,0.0,0.0,0.0,199922.40550604695,199.92240550604694,1605.2311891893853,-627.2137940381474,-1477.6231005620616,-199922.40550604695,rudder induced only; local current-frame loads rotated into ship-fixed COG X/Y/N
b1528_sirocco_current_heading_rudder_forces,1.0,False,-10.0,4.0,14.0,0.51444,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,7135.913160627353,1726.3336386535855,417.63790630054723,1675.0541517120644,702.1631490147909,1577.0842539676062,0.0,0.0,0.0,213379.49956181712,213.3794995618171,1726.3336386535855,-702.1631490147909,-1577.0842539676062,-213379.49956181712,rudder induced only; local current-frame loads rotated into ship-fixed COG X/Y/N
