vessel_id,vessel_name,structure_id,structure_name,mass_te,water_depth_m,hs_m,overall_status,max_utilisation,governing_phase,lift-off_phase,lift-off_hook_load_kn,lift-off_crane_swl_kn,lift-off_operating_radius_m,lift-off_daf,lift-off_utilisation,lift-off_status,in-air_phase,in-air_tilt_deg,in-air_tilt_limit_deg,in-air_cog_offset_m,in-air_hook_height_m,in-air_utilisation,in-air_status,splash_zone_phase,splash_zone_hs_m,splash_zone_tp_s,splash_zone_v_lowering_m_s,splash_zone_v_wave_m_s,splash_zone_v_rel_m_s,splash_zone_f_slam_kn,splash_zone_f_var_buoyancy_kn,splash_zone_f_drag_kn,splash_zone_w_air_kn,splash_zone_max_hook_splash_kn,splash_zone_daf_splash,splash_zone_design_hook_kn,splash_zone_crane_swl_kn,splash_zone_utilisation,splash_zone_status,lowering_phase,lowering_depth_m,lowering_w_sub_kn,lowering_w_cable_kn,lowering_snap_load_kn,lowering_max_tension_kn,lowering_wire_mbl_kn,lowering_allowable_tension_kn,lowering_heave_amp_m,lowering_omega_rad_s,lowering_utilisation,lowering_status,landing_phase,landing_w_sub_kn,landing_a_base_m2,landing_bearing_kpa,landing_bearing_limit_kpa,landing_utilisation,landing_status
CSV-001,Large CSV,MUD-S,Mudmat-S-50te,50.0,500,1.0,GO,0.2473,Landing,Lift-off,539.4,27458.6,40.0,1.1,0.0196,PASS,In-air,0.0,5.0,0.0,7.7,0.0,PASS,Splash zone,1.0,4.0,0.167,0.785,0.952,83.6,180.9,0.3,490.3,755.1,1.3,981.7,27458.6,0.0358,PASS,Lowering,500,445.1,430.6,53.9,929.6,63743.2,54181.7,0.4,1.5708,0.0172,PASS,Landing,445.1,36.0,12.36,50.0,0.2473,PASS
CSV-001,Large CSV,MUD-S,Mudmat-S-50te,50.0,500,1.5,GO,0.2473,Landing,Lift-off,539.4,27458.6,40.0,1.1,0.0196,PASS,In-air,0.0,5.0,0.0,7.7,0.0,PASS,Splash zone,1.5,4.9,0.167,0.962,1.129,117.5,271.4,0.3,490.3,879.5,1.3,1143.3,27458.6,0.0416,PASS,Lowering,500,445.1,430.6,53.9,929.6,63743.2,54181.7,0.6,1.2825,0.0172,PASS,Landing,445.1,36.0,12.36,50.0,0.2473,PASS
CSV-001,Large CSV,MUD-S,Mudmat-S-50te,50.0,500,2.0,GO,0.2473,Landing,Lift-off,539.4,27458.6,40.0,1.1,0.0196,PASS,In-air,0.0,5.0,0.0,7.7,0.0,PASS,Splash zone,2.0,5.66,0.167,1.111,1.277,150.5,361.9,0.3,490.3,1003.0,1.3,1303.9,27458.6,0.0475,PASS,Lowering,500,445.1,430.6,53.9,929.6,63743.2,54181.7,0.8,1.1107,0.0172,PASS,Landing,445.1,36.0,12.36,50.0,0.2473,PASS
CSV-001,Large CSV,MUD-S,Mudmat-S-50te,50.0,500,2.5,GO,0.2473,Landing,Lift-off,539.4,27458.6,40.0,1.1,0.0196,PASS,In-air,0.0,5.0,0.0,7.7,0.0,PASS,Splash zone,2.5,6.32,0.167,1.242,1.408,183.0,452.3,0.3,490.3,1125.9,1.3,1463.7,27458.6,0.0533,PASS,Lowering,500,445.1,430.6,53.9,929.6,63743.2,54181.7,1.0,0.9935,0.0172,PASS,Landing,445.1,36.0,12.36,50.0,0.2473,PASS
CSV-001,Large CSV,MUD-S,Mudmat-S-50te,50.0,500,3.0,GO,0.2473,Landing,Lift-off,539.4,27458.6,40.0,1.1,0.0196,PASS,In-air,0.0,5.0,0.0,7.7,0.0,PASS,Splash zone,3.0,6.93,0.167,1.36,1.527,215.1,542.8,0.3,490.3,1248.5,1.3,1623.0,27458.6,0.0591,PASS,Lowering,500,445.1,430.6,53.9,929.6,63743.2,54181.7,1.2,0.9069,0.0172,PASS,Landing,445.1,36.0,12.36,50.0,0.2473,PASS
CSV-001,Large CSV,MUD-M,Mudmat-M-100te,100.0,500,1.0,GO,0.215,Landing,Lift-off,1078.7,27458.6,40.0,1.1,0.0393,PASS,In-air,0.0,5.0,0.0,11.4,0.0,PASS,Splash zone,1.0,4.0,0.167,0.785,0.952,185.8,402.1,0.6,980.7,1569.1,1.3,2039.9,27458.6,0.0743,PASS,Lowering,500,860.0,430.6,110.8,1401.5,63743.2,54181.7,0.4,1.5708,0.0259,PASS,Landing,860.0,80.0,10.75,50.0,0.215,PASS
CSV-001,Large CSV,MUD-M,Mudmat-M-100te,100.0,500,1.5,GO,0.215,Landing,Lift-off,1078.7,27458.6,40.0,1.1,0.0393,PASS,In-air,0.0,5.0,0.0,11.4,0.0,PASS,Splash zone,1.5,4.9,0.167,0.962,1.129,261.1,603.1,0.6,980.7,1845.5,1.3,2399.1,27458.6,0.0874,PASS,Lowering,500,860.0,430.6,110.8,1401.5,63743.2,54181.7,0.6,1.2825,0.0259,PASS,Landing,860.0,80.0,10.75,50.0,0.215,PASS
CSV-001,Large CSV,MUD-M,Mudmat-M-100te,100.0,500,2.0,GO,0.215,Landing,Lift-off,1078.7,27458.6,40.0,1.1,0.0393,PASS,In-air,0.0,5.0,0.0,11.4,0.0,PASS,Splash zone,2.0,5.66,0.167,1.111,1.277,334.5,804.1,0.6,980.7,2119.9,1.3,2755.8,27458.6,0.1004,PASS,Lowering,500,860.0,430.6,110.8,1401.5,63743.2,54181.7,0.8,1.1107,0.0259,PASS,Landing,860.0,80.0,10.75,50.0,0.215,PASS
CSV-001,Large CSV,MUD-M,Mudmat-M-100te,100.0,500,2.5,GO,0.215,Landing,Lift-off,1078.7,27458.6,40.0,1.1,0.0393,PASS,In-air,0.0,5.0,0.0,11.4,0.0,PASS,Splash zone,2.5,6.32,0.167,1.242,1.408,406.7,1005.2,0.6,980.7,2393.1,1.3,3111.0,27458.6,0.1133,PASS,Lowering,500,860.0,430.6,110.8,1401.5,63743.2,54181.7,1.0,0.9935,0.0259,PASS,Landing,860.0,80.0,10.75,50.0,0.215,PASS
CSV-001,Large CSV,MUD-M,Mudmat-M-100te,100.0,500,3.0,GO,0.215,Landing,Lift-off,1078.7,27458.6,40.0,1.1,0.0393,PASS,In-air,0.0,5.0,0.0,11.4,0.0,PASS,Splash zone,3.0,6.93,0.167,1.36,1.527,478.0,1206.2,0.6,980.7,2665.5,1.3,3465.1,27458.6,0.1262,PASS,Lowering,500,860.0,430.6,110.8,1401.5,63743.2,54181.7,1.2,0.9069,0.0259,PASS,Landing,860.0,80.0,10.75,50.0,0.215,PASS
CSV-001,Large CSV,MUD-L,Mudmat-L-200te,200.0,500,1.0,GO,0.1976,Landing,Lift-off,2157.5,27458.6,40.0,1.1,0.0786,PASS,In-air,0.0,5.0,0.0,15.1,0.0,PASS,Splash zone,1.0,4.0,0.167,0.785,0.952,390.2,844.4,1.0,1961.3,3196.9,1.3,4156.0,27458.6,0.1514,PASS,Lowering,500,1659.8,430.6,227.7,2318.1,63743.2,54181.7,0.4,1.5708,0.0428,PASS,Landing,1659.8,168.0,9.88,50.0,0.1976,PASS
CSV-001,Large CSV,MUD-L,Mudmat-L-200te,200.0,500,1.5,GO,0.1976,Landing,Lift-off,2157.5,27458.6,40.0,1.1,0.0786,PASS,In-air,0.0,5.0,0.0,15.1,0.0,PASS,Splash zone,1.5,4.9,0.167,0.962,1.129,548.3,1266.5,1.0,1961.3,3777.2,1.3,4910.3,27458.6,0.1788,PASS,Lowering,500,1659.8,430.6,227.7,2318.1,63743.2,54181.7,0.6,1.2825,0.0428,PASS,Landing,1659.8,168.0,9.88,50.0,0.1976,PASS
CSV-001,Large CSV,MUD-L,Mudmat-L-200te,200.0,500,2.0,GO,0.2061,Splash zone,Lift-off,2157.5,27458.6,40.0,1.1,0.0786,PASS,In-air,0.0,5.0,0.0,15.1,0.0,PASS,Splash zone,2.0,5.66,0.167,1.111,1.277,702.5,1688.7,1.0,1961.3,4353.5,1.3,5659.5,27458.6,0.2061,PASS,Lowering,500,1659.8,430.6,227.7,2318.1,63743.2,54181.7,0.8,1.1107,0.0428,PASS,Landing,1659.8,168.0,9.88,50.0,0.1976,PASS
CSV-001,Large CSV,MUD-L,Mudmat-L-200te,200.0,500,2.5,GO,0.2333,Splash zone,Lift-off,2157.5,27458.6,40.0,1.1,0.0786,PASS,In-air,0.0,5.0,0.0,15.1,0.0,PASS,Splash zone,2.5,6.32,0.167,1.242,1.408,854.0,2110.9,1.0,1961.3,4927.3,1.3,6405.4,27458.6,0.2333,PASS,Lowering,500,1659.8,430.6,227.7,2318.1,63743.2,54181.7,1.0,0.9935,0.0428,PASS,Landing,1659.8,168.0,9.88,50.0,0.1976,PASS
CSV-001,Large CSV,MUD-L,Mudmat-L-200te,200.0,500,3.0,GO,0.2604,Splash zone,Lift-off,2157.5,27458.6,40.0,1.1,0.0786,PASS,In-air,0.0,5.0,0.0,15.1,0.0,PASS,Splash zone,3.0,6.93,0.167,1.36,1.527,1003.8,2533.1,1.0,1961.3,5499.2,1.3,7149.0,27458.6,0.2604,PASS,Lowering,500,1659.8,430.6,227.7,2318.1,63743.2,54181.7,1.2,0.9069,0.0428,PASS,Landing,1659.8,168.0,9.88,50.0,0.1976,PASS
CSV-001,Large CSV,MUD-S,Mudmat-S-50te,50.0,1000,1.0,GO,0.2473,Landing,Lift-off,539.4,27458.6,40.0,1.1,0.0196,PASS,In-air,0.0,5.0,0.0,7.7,0.0,PASS,Splash zone,1.0,4.0,0.167,0.785,0.952,83.6,180.9,0.3,490.3,755.1,1.3,981.7,27458.6,0.0358,PASS,Lowering,1000,445.1,861.3,53.9,1360.3,63743.2,54181.7,0.4,1.5708,0.0251,PASS,Landing,445.1,36.0,12.36,50.0,0.2473,PASS
CSV-001,Large CSV,MUD-S,Mudmat-S-50te,50.0,1000,1.5,GO,0.2473,Landing,Lift-off,539.4,27458.6,40.0,1.1,0.0196,PASS,In-air,0.0,5.0,0.0,7.7,0.0,PASS,Splash zone,1.5,4.9,0.167,0.962,1.129,117.5,271.4,0.3,490.3,879.5,1.3,1143.3,27458.6,0.0416,PASS,Lowering,1000,445.1,861.3,53.9,1360.3,63743.2,54181.7,0.6,1.2825,0.0251,PASS,Landing,445.1,36.0,12.36,50.0,0.2473,PASS
CSV-001,Large CSV,MUD-S,Mudmat-S-50te,50.0,1000,2.0,GO,0.2473,Landing,Lift-off,539.4,27458.6,40.0,1.1,0.0196,PASS,In-air,0.0,5.0,0.0,7.7,0.0,PASS,Splash zone,2.0,5.66,0.167,1.111,1.277,150.5,361.9,0.3,490.3,1003.0,1.3,1303.9,27458.6,0.0475,PASS,Lowering,1000,445.1,861.3,53.9,1360.3,63743.2,54181.7,0.8,1.1107,0.0251,PASS,Landing,445.1,36.0,12.36,50.0,0.2473,PASS
CSV-001,Large CSV,MUD-S,Mudmat-S-50te,50.0,1000,2.5,GO,0.2473,Landing,Lift-off,539.4,27458.6,40.0,1.1,0.0196,PASS,In-air,0.0,5.0,0.0,7.7,0.0,PASS,Splash zone,2.5,6.32,0.167,1.242,1.408,183.0,452.3,0.3,490.3,1125.9,1.3,1463.7,27458.6,0.0533,PASS,Lowering,1000,445.1,861.3,53.9,1360.3,63743.2,54181.7,1.0,0.9935,0.0251,PASS,Landing,445.1,36.0,12.36,50.0,0.2473,PASS
CSV-001,Large CSV,MUD-S,Mudmat-S-50te,50.0,1000,3.0,GO,0.2473,Landing,Lift-off,539.4,27458.6,40.0,1.1,0.0196,PASS,In-air,0.0,5.0,0.0,7.7,0.0,PASS,Splash zone,3.0,6.93,0.167,1.36,1.527,215.1,542.8,0.3,490.3,1248.5,1.3,1623.0,27458.6,0.0591,PASS,Lowering,1000,445.1,861.3,53.9,1360.3,63743.2,54181.7,1.2,0.9069,0.0251,PASS,Landing,445.1,36.0,12.36,50.0,0.2473,PASS
CSV-001,Large CSV,MUD-M,Mudmat-M-100te,100.0,1000,1.0,GO,0.215,Landing,Lift-off,1078.7,27458.6,40.0,1.1,0.0393,PASS,In-air,0.0,5.0,0.0,11.4,0.0,PASS,Splash zone,1.0,4.0,0.167,0.785,0.952,185.8,402.1,0.6,980.7,1569.1,1.3,2039.9,27458.6,0.0743,PASS,Lowering,1000,860.0,861.3,110.8,1832.1,63743.2,54181.7,0.4,1.5708,0.0338,PASS,Landing,860.0,80.0,10.75,50.0,0.215,PASS
CSV-001,Large CSV,MUD-M,Mudmat-M-100te,100.0,1000,1.5,GO,0.215,Landing,Lift-off,1078.7,27458.6,40.0,1.1,0.0393,PASS,In-air,0.0,5.0,0.0,11.4,0.0,PASS,Splash zone,1.5,4.9,0.167,0.962,1.129,261.1,603.1,0.6,980.7,1845.5,1.3,2399.1,27458.6,0.0874,PASS,Lowering,1000,860.0,861.3,110.8,1832.1,63743.2,54181.7,0.6,1.2825,0.0338,PASS,Landing,860.0,80.0,10.75,50.0,0.215,PASS
CSV-001,Large CSV,MUD-M,Mudmat-M-100te,100.0,1000,2.0,GO,0.215,Landing,Lift-off,1078.7,27458.6,40.0,1.1,0.0393,PASS,In-air,0.0,5.0,0.0,11.4,0.0,PASS,Splash zone,2.0,5.66,0.167,1.111,1.277,334.5,804.1,0.6,980.7,2119.9,1.3,2755.8,27458.6,0.1004,PASS,Lowering,1000,860.0,861.3,110.8,1832.1,63743.2,54181.7,0.8,1.1107,0.0338,PASS,Landing,860.0,80.0,10.75,50.0,0.215,PASS
CSV-001,Large CSV,MUD-M,Mudmat-M-100te,100.0,1000,2.5,GO,0.215,Landing,Lift-off,1078.7,27458.6,40.0,1.1,0.0393,PASS,In-air,0.0,5.0,0.0,11.4,0.0,PASS,Splash zone,2.5,6.32,0.167,1.242,1.408,406.7,1005.2,0.6,980.7,2393.1,1.3,3111.0,27458.6,0.1133,PASS,Lowering,1000,860.0,861.3,110.8,1832.1,63743.2,54181.7,1.0,0.9935,0.0338,PASS,Landing,860.0,80.0,10.75,50.0,0.215,PASS
CSV-001,Large CSV,MUD-M,Mudmat-M-100te,100.0,1000,3.0,GO,0.215,Landing,Lift-off,1078.7,27458.6,40.0,1.1,0.0393,PASS,In-air,0.0,5.0,0.0,11.4,0.0,PASS,Splash zone,3.0,6.93,0.167,1.36,1.527,478.0,1206.2,0.6,980.7,2665.5,1.3,3465.1,27458.6,0.1262,PASS,Lowering,1000,860.0,861.3,110.8,1832.1,63743.2,54181.7,1.2,0.9069,0.0338,PASS,Landing,860.0,80.0,10.75,50.0,0.215,PASS
CSV-001,Large CSV,MUD-L,Mudmat-L-200te,200.0,1000,1.0,GO,0.1976,Landing,Lift-off,2157.5,27458.6,40.0,1.1,0.0786,PASS,In-air,0.0,5.0,0.0,15.1,0.0,PASS,Splash zone,1.0,4.0,0.167,0.785,0.952,390.2,844.4,1.0,1961.3,3196.9,1.3,4156.0,27458.6,0.1514,PASS,Lowering,1000,1659.8,861.3,227.7,2748.8,63743.2,54181.7,0.4,1.5708,0.0507,PASS,Landing,1659.8,168.0,9.88,50.0,0.1976,PASS
