Time,Original_Wind,Original_Wave,Scaled_Wind,Scaled_Wave,Combined_Tension
0.0,608.9828061313513,265.9519400277902,1370.2113137955403,398.9279100416853,1769.1392238372255
0.1,580.4604245937895,264.09644589533656,1306.0359553360265,396.14466884300487,1702.1806241790314
0.2,622.6397838904536,246.9735858884237,1400.9395137535207,370.46037883263557,1771.3998925861563
0.30000000000000004,668.9323704786193,230.18082005384989,1505.0978335768934,345.27123008077484,1850.3690636576682
0.4,583.2325658582845,270.08576206035247,1312.2732731811402,405.1286430905287,1717.401916271669
0.5,585.0180579513486,255.6836896571712,1316.2906303905345,383.5255344857568,1699.8161648762912
0.6000000000000001,677.0884887647517,261.1797953561706,1523.4490997206913,391.76969303425585,1915.2187927549471
0.7000000000000001,637.5152608519373,240.4641513190836,1434.409336916859,360.6962269786254,1795.1055638954845
0.8,576.2942073060377,237.8849154235824,1296.6619664385848,356.8273731353736,1653.4893395739584
0.9,627.1265925639059,174.7043008043524,1411.0348332687881,262.0564512065286,1673.0912844753168
1.0,576.6637207745689,215.5505450388196,1297.49337174278,323.3258175582294,1620.8191893010094
1.1,575.9901311897828,169.57055273281847,1295.9777951770113,254.35582909922772,1550.333624276239
1.2000000000000002,610.4249464402005,217.07315138793945,1373.456129490451,325.60972708190917,1699.0658565723602
1.3,501.3249835345632,129.73544207229588,1127.9812129527672,194.60316310844382,1322.584376061211
1.4000000000000001,509.0224957911189,202.9398514430128,1145.3006155300175,304.4097771645192,1449.7103926945367
1.5,565.0574218028914,162.0581954093608,1271.3791990565057,243.0872931140412,1514.4664921705469
1.6,540.0659465747825,146.1334611362279,1215.1483797932606,219.20019170434188,1434.3485714976025
1.7000000000000002,603.5975924754183,164.07442770974592,1358.0945830696912,246.11164156461888,1604.20622463431
1.8,539.3149024882728,183.99124679016813,1213.4585305986138,275.9868701852522,1489.445400783866
1.9000000000000001,510.5974658479294,221.96362124088807,1148.8442981578412,332.9454318613321,1481.7897300191732
2.0,650.6711247805032,239.6563415712752,1464.0100307561322,359.4845123569128,1823.494543113045
2.1,561.9704889403959,219.14643528979616,1264.4336001158906,328.71965293469424,1593.153253050585
2.2,572.2172108256595,244.45403702298904,1287.488724357734,366.68105553448356,1654.1697798922178
2.3000000000000003,492.9132047175678,313.85703414337297,1109.0547106145275,470.78555121505946,1579.840261829587
2.4000000000000004,531.988118073017,300.9653577549661,1196.9732656642882,451.4480366324491,1648.4213022967374
2.5,559.5763600723074,256.96883818473964,1259.0468101626916,385.45325727710946,1644.5000674398011
2.6,491.0902953671749,235.46410310038468,1104.9531645761435,353.196154650577,1458.1493192267205
2.7,561.8426590502216,225.0099370701724,1264.1459828629986,337.5149056052586,1601.6608884682573
2.8000000000000003,507.2736782315135,224.8038731459148,1141.3657760209053,337.20580971887216,1478.5715857397774
2.9000000000000004,516.8215516221838,160.07758019521717,1162.8484911499136,240.11637029282576,1402.9648614427392
3.0,495.297588807143,168.3074269470895,1114.4195748160716,252.46114042063425,1366.8807152367058
3.1,611.8733341642326,113.58504237571884,1376.7150018695233,170.37756356357826,1547.0925654331015
