Time,Force
0.0,1000.0
10.0,1020.7911690817759
20.0,1040.67366430758
30.0,1058.7785252292474
40.0,1074.3144825477393
50.0,1086.6025403784438
60.0,1095.1056516295153
70.0,1099.4521895368273
80.0,1099.4521895368273
90.0,1095.1056516295153
100.0,1086.6025403784438
110.0,1074.3144825477393
120.0,1058.7785252292474
130.0,1040.67366430758
140.0,1020.7911690817759
150.0,1000.0
160.0,979.2088309182241
170.0,959.32633569242
180.0,941.2214747707527
190.0,925.6855174522606
200.0,913.3974596215561
210.0,904.8943483704846
220.0,900.5478104631727
230.0,900.5478104631727
240.0,904.8943483704846
250.0,913.3974596215561
260.0,925.6855174522606
270.0,941.2214747707527
280.0,959.3263356924199
290.0,979.2088309182241
300.0,1000.0
310.0,1020.7911690817759
320.0,1040.6736643075799
330.0,1058.7785252292472
340.0,1074.3144825477393
350.0,1086.6025403784438
360.0,1095.1056516295153
370.0,1099.4521895368273
380.0,1099.4521895368273
390.0,1095.1056516295153
400.0,1086.6025403784438
410.0,1074.3144825477395
420.0,1058.7785252292474
430.0,1040.67366430758
440.0,1020.7911690817759
450.0,1000.0
460.0,979.208830918224
470.0,959.32633569242
480.0,941.2214747707527
490.0,925.6855174522607
500.0,913.3974596215562
510.0,904.8943483704846
520.0,900.5478104631727
530.0,900.5478104631727
540.0,904.8943483704846
550.0,913.3974596215562
560.0,925.6855174522605
570.0,941.2214747707526
580.0,959.3263356924199
590.0,979.2088309182241
600.0,1000.0
610.0,1020.791169081776
620.0,1040.67366430758
630.0,1058.7785252292472
640.0,1074.3144825477393
650.0,1086.6025403784438
660.0,1095.1056516295153
670.0,1099.4521895368273
680.0,1099.4521895368273
690.0,1095.1056516295153
700.0,1086.602540378444
710.0,1074.3144825477395
720.0,1058.7785252292474
730.0,1040.6736643075799
740.0,1020.7911690817762
750.0,1000.0000000000001
760.0,979.2088309182241
770.0,959.3263356924198
780.0,941.2214747707527
790.0,925.6855174522606
800.0,913.3974596215561
810.0,904.8943483704846
820.0,900.5478104631727
830.0,900.5478104631727
840.0,904.8943483704846
850.0,913.397459621556
860.0,925.6855174522605
870.0,941.2214747707526
880.0,959.32633569242
890.0,979.2088309182238
900.0,999.9999999999999
910.0,1020.7911690817759
920.0,1040.67366430758
930.0,1058.7785252292472
940.0,1074.3144825477395
950.0,1086.602540378444
960.0,1095.1056516295153
970.0,1099.4521895368273
980.0,1099.4521895368273
990.0,1095.1056516295155
1000.0,1086.602540378444
1010.0,1074.3144825477395
1020.0,1058.7785252292474
1030.0,1040.6736643075799
1040.0,1020.7911690817762
1050.0,1000.0000000000001
1060.0,979.2088309182241
1070.0,959.3263356924199
1080.0,941.2214747707527
1090.0,925.6855174522606
1100.0,913.3974596215561
1110.0,904.8943483704846
1120.0,900.5478104631727
1130.0,900.5478104631727
1140.0,904.8943483704846
1150.0,913.397459621556
1160.0,925.6855174522605
1170.0,941.2214747707526
1180.0,959.32633569242
1190.0,979.2088309182238
1200.0,999.9999999999999
1210.0,1020.7911690817759
1220.0,1040.67366430758
1230.0,1058.7785252292472
1240.0,1074.3144825477393
1250.0,1086.602540378444
1260.0,1095.1056516295153
1270.0,1099.4521895368273
1280.0,1099.4521895368273
1290.0,1095.1056516295155
1300.0,1086.602540378444
1310.0,1074.3144825477395
1320.0,1058.7785252292476
1330.0,1040.67366430758
1340.0,1020.7911690817762
1350.0,999.9999999999998
1360.0,979.2088309182241
1370.0,959.3263356924202
1380.0,941.2214747707525
1390.0,925.6855174522606
1400.0,913.3974596215562
1410.0,904.8943483704846
1420.0,900.5478104631727
1430.0,900.5478104631727
1440.0,904.8943483704846
1450.0,913.397459621556
1460.0,925.6855174522607
1470.0,941.2214747707526
1480.0,959.3263356924197
1490.0,979.2088309182242
1500.0,999.9999999999999
1510.0,1020.7911690817756
1520.0,1040.67366430758
1530.0,1058.778525229247
1540.0,1074.3144825477398
1550.0,1086.6025403784438
1560.0,1095.1056516295153
1570.0,1099.4521895368273
1580.0,1099.4521895368273
1590.0,1095.1056516295155
1600.0,1086.6025403784438
1610.0,1074.3144825477395
1620.0,1058.7785252292474
1630.0,1040.67366430758
1640.0,1020.7911690817765
1650.0,999.9999999999998
1660.0,979.2088309182244
1670.0,959.3263356924202
1680.0,941.2214747707528
1690.0,925.6855174522606
1700.0,913.3974596215564
1710.0,904.8943483704845
1720.0,900.5478104631727
1730.0,900.5478104631727
1740.0,904.8943483704846
1750.0,913.3974596215561
1760.0,925.6855174522607
1770.0,941.2214747707528
1780.0,959.3263356924197
1790.0,979.2088309182238
1800.0,999.9999999999999
1810.0,1020.7911690817753
1820.0,1040.67366430758
1830.0,1058.778525229247
1840.0,1074.3144825477395
1850.0,1086.6025403784438
1860.0,1095.1056516295153
1870.0,1099.4521895368273
1880.0,1099.4521895368273
1890.0,1095.1056516295155
1900.0,1086.6025403784438
1910.0,1074.3144825477395
1920.0,1058.7785252292474
1930.0,1040.67366430758
1940.0,1020.7911690817765
1950.0,999.9999999999998
1960.0,979.2088309182244
1970.0,959.3263356924202
1980.0,941.2214747707528
1990.0,925.6855174522606
2000.0,913.3974596215564
2010.0,904.8943483704845
2020.0,900.5478104631727
2030.0,900.5478104631727
2040.0,904.8943483704846
2050.0,913.3974596215561
2060.0,925.6855174522607
2070.0,941.2214747707523
