time_s,effective_tension_kN
0.0,1455.6679640675347
0.1,1572.8936384736608
0.2,1618.4280488023824
0.30000000000000004,1624.2546989818659
0.4,1600.3849361977764
0.5,1614.1184130878264
0.6000000000000001,1612.6004293278988
0.7000000000000001,1609.4537582378866
0.8,1638.1421878572678
0.9,1602.4509191050201
1.0,1527.4828182898918
1.1,1424.2512781060711
1.2000000000000002,1418.093619844547
1.3,1416.1170208358983
1.4000000000000001,1474.6331091663262
1.5,1457.140516250526
1.6,1483.765270978437
1.7000000000000002,1439.6628803510573
1.8,1426.0359184622446
1.9000000000000001,1470.815713495837
2.0,1530.873895046869
2.1,1573.531943539167
2.2,1608.6954945725856
2.3000000000000003,1559.0098278977362
2.4000000000000004,1549.5595111712994
2.5,1532.4994328147432
2.6,1509.1174501978462
2.7,1550.9634662126264
2.8000000000000003,1563.6875868794318
2.9000000000000004,1522.4728975261219
3.0,1460.4787966611257
3.1,1367.7648290411453
3.2,1316.9273855136776
3.3000000000000003,1334.644273512001
3.4000000000000004,1358.444211409027
3.5,1336.6440695077556
3.6,1312.6324222351363
3.7,1288.8122660009092
3.8000000000000003,1271.055131027482
3.9000000000000004,1323.7697784698134
4.0,1406.3482863353747
4.1000000000000005,1469.555940161796
4.2,1525.3369728337475
4.3,1508.9105549790443
4.4,1506.4163285228988
4.5,1502.8730413803503
4.6000000000000005,1534.0989023806187
4.7,1578.6474793555506
4.800000000000001,1578.715277475553
4.9,1539.345274898331
5.0,1465.660200737845
5.1000000000000005,1401.288437530282
5.2,1362.1083596543988
5.300000000000001,1386.677498941634
5.4,1407.3042014775283
5.5,1437.6184428630847
5.6000000000000005,1415.0010124703667
5.7,1399.335178988465
5.800000000000001,1446.0485767982811
5.9,1513.0034997719017
6.0,1567.9196468268624
6.1000000000000005,1627.2736401657605
6.2,1665.563186862001
6.300000000000001,1665.1401688934889
6.4,1627.4776624974497
6.5,1598.0434094454183
6.6000000000000005,1612.1946634675758
6.7,1635.8862888932258
6.800000000000001,1618.1467259449885
6.9,1582.6320174636003
7.0,1499.253677134008
7.1000000000000005,1455.6194538727145
7.2,1394.3251402545507
7.300000000000001,1405.460625600273
7.4,1426.476792183685
7.5,1425.6926566893412
7.6000000000000005,1396.4753896752854
7.7,1380.4651842106828
7.800000000000001,1346.2460013552864
7.9,1357.5201821002568
8.0,1401.4698159340328
8.1,1471.3771269294257
8.200000000000001,1505.2535483637848
8.3,1528.7732066570686
8.4,1474.1620977996022
8.5,1474.3353762743673
8.6,1478.7896629715644
8.700000000000001,1508.6587615766243
8.8,1540.9917606772442
