time_s,effective_tension_kN
0.0,1200.51044791261
0.1,1250.806247754957
0.2,1275.83226081478
0.30000000000000004,1276.2029408656372
0.4,1273.1700080671735
0.5,1267.679620409037
0.6000000000000001,1269.4679303198955
0.7000000000000001,1288.718231181484
0.8,1281.6016175288564
0.9,1266.1166305630416
1.0,1236.7075632906945
1.1,1211.2368764686944
1.2000000000000002,1178.2348080516092
1.3,1204.8569679696677
1.4000000000000001,1214.8313873055258
1.5,1225.8759573503398
1.6,1224.4678367066444
1.7000000000000002,1196.5594633846554
1.8,1207.830252186853
1.9000000000000001,1211.190381545692
2.0,1239.2028159607235
2.1,1256.7229357604579
2.2,1279.2897790101576
2.3000000000000003,1241.7598945171374
2.4000000000000004,1230.0215014234818
2.5,1221.8182181271661
2.6,1216.5433330752917
2.7,1223.4274934175885
2.8000000000000003,1223.122623888053
2.9000000000000004,1207.1572495134521
3.0,1186.7620367924021
3.1,1151.3268735492286
3.2,1120.7992800722473
3.3000000000000003,1120.4872890256024
3.4000000000000004,1127.3283440526009
3.5,1127.6654734318024
3.6,1109.1369697048265
3.7,1096.2269862874105
3.8000000000000003,1092.5898494539633
3.9000000000000004,1110.9961385100742
4.0,1134.8021486539167
4.1000000000000005,1172.9625900460383
4.2,1192.2636135792577
4.3,1201.6918700806718
4.4,1213.1070947495964
4.5,1207.5162054383845
4.6000000000000005,1222.676125235733
4.7,1240.615371136347
4.800000000000001,1250.6328608320673
4.9,1232.0601625279228
5.0,1204.9492453167934
5.1000000000000005,1174.5131540657374
5.2,1157.917782495976
5.300000000000001,1151.6445619002945
5.4,1172.4842904539535
5.5,1184.446331388128
5.6000000000000005,1187.6378853114634
5.7,1187.1947211528582
5.800000000000001,1194.7654087902208
5.9,1219.0459897639905
6.0,1259.393276719116
6.1000000000000005,1298.5699286014828
6.2,1308.2297380082364
6.300000000000001,1299.243612282653
6.4,1286.5367702209464
6.5,1276.8161781431625
6.6000000000000005,1275.7657661654935
6.7,1270.3538530380902
6.800000000000001,1274.8267867958193
6.9,1250.9760007691048
7.0,1206.924483707698
7.1000000000000005,1189.8920916343006
7.2,1172.628603304994
7.300000000000001,1181.1641033700757
7.4,1187.0574331798057
7.5,1187.5700298247232
7.6000000000000005,1172.9067693084166
7.7,1158.5512476342826
7.800000000000001,1139.3677307103767
7.9,1141.705461554474
8.0,1157.7547877597012
8.1,1176.549768780547
8.200000000000001,1188.691204684629
8.3,1189.811435844386
