range_kN,mean_kN,cycle_count,yearly_cycles,nominal_stress_MPa,stress_range_MPa
0.0564686673584446,0,1.0,63115.2,0.01411716683961115,0.01411716683961115
0.3487713957472351,0,1.0,63115.2,0.08719284893680877,0.08719284893680877
0.6682360232745452,0,1.0,63115.2,0.1670590058186363,0.1670590058186363
0.7225167978192815,0,1.0,63115.2,0.18062919945482037,0.18062919945482037
0.7705207846411781,0,1.0,63115.2,0.19263019616029453,0.19263019616029453
0.927301593095848,0,1.0,63115.2,0.231825398273962,0.231825398273962
1.1464699681834816,0,1.0,63115.2,0.2866174920458704,0.2866174920458704
1.2126267978234182,0,1.0,63115.2,0.30315669945585455,0.30315669945585455
1.3536825979230684,0,1.0,63115.2,0.3384206494807671,0.3384206494807671
1.3617777017837795,0,1.0,63115.2,0.3404444254459449,0.3404444254459449
1.4095867762513592,0,1.0,63115.2,0.3523966940628398,0.3523966940628398
1.7624984969668276,0,1.0,63115.2,0.4406246242417069,0.4406246242417069
1.8087082595606887,0,1.0,63115.2,0.4521770648901722,0.4521770648901722
2.006413820771201,0,1.0,63115.2,0.5016034551928003,0.5016034551928003
2.030300417775777,0,1.0,63115.2,0.5075751044439443,0.5075751044439443
2.0550775638949688,0,1.0,63115.2,0.5137693909737422,0.5137693909737422
2.181212792899288,0,1.0,63115.2,0.545303198224822,0.545303198224822
2.394814710566834,0,1.0,63115.2,0.5987036776417085,0.5987036776417085
2.4469856817969458,0,1.0,63115.2,0.6117464204492364,0.6117464204492364
2.655882126779858,0,1.0,63115.2,0.6639705316949644,0.6639705316949644
2.7287170026149,0,1.0,63115.2,0.682179250653725,0.682179250653725
2.758191962116996,0,1.0,63115.2,0.689547990529249,0.689547990529249
2.819532858556073,0,1.0,63115.2,0.7048832146390183,0.7048832146390183
2.8819557375678078,0,1.0,63115.2,0.7204889343919519,0.7204889343919519
2.8920831978728074,0,1.0,63115.2,0.7230207994682019,0.7230207994682019
3.120751964375444,0,1.0,63115.2,0.780187991093861,0.780187991093861
3.185811340106625,0,1.0,63115.2,0.7964528350266562,0.7964528350266562
3.200053529562723,0,1.0,63115.2,0.8000133823906808,0.8000133823906808
3.539130337137067,0,1.0,63115.2,0.8847825842842667,0.8847825842842667
3.5997227741697486,0,1.0,63115.2,0.8999306935424372,0.8999306935424372
3.814025026274038,0,1.0,63115.2,0.9535062565685095,0.9535062565685095
