range_kN,mean_kN,cycle_count,yearly_cycles
0.05646866735844469,0,1.0,63115.200000000004
0.34877139574723515,0,1.0,63115.200000000004
0.6682360232745452,0,1.0,63115.200000000004
0.7225167978192815,0,1.0,63115.200000000004
0.7705207846411781,0,1.0,63115.200000000004
0.9273015930958479,0,1.0,63115.200000000004
1.1464699681834816,0,1.0,63115.200000000004
1.2126267978234182,0,1.0,63115.200000000004
1.3536825979230684,0,1.0,63115.200000000004
1.3617777017837795,0,1.0,63115.200000000004
1.4095867762513592,0,1.0,63115.200000000004
1.7624984969668276,0,1.0,63115.200000000004
1.8087082595606887,0,1.0,63115.200000000004
2.0064138207712006,0,1.0,63115.200000000004
2.030300417775777,0,1.0,63115.200000000004
2.0550775638949688,0,1.0,63115.200000000004
2.181212792899288,0,1.0,63115.200000000004
2.394814710566834,0,1.0,63115.200000000004
2.4469856817969458,0,1.0,63115.200000000004
2.655882126779858,0,1.0,63115.200000000004
2.7287170026149,0,1.0,63115.200000000004
2.758191962116996,0,1.0,63115.200000000004
2.819532858556073,0,1.0,63115.200000000004
2.8819557375678073,0,1.0,63115.200000000004
2.8920831978728074,0,1.0,63115.200000000004
3.1207519643754438,0,1.0,63115.200000000004
3.185811340106625,0,1.0,63115.200000000004
3.200053529562723,0,1.0,63115.200000000004
3.539130337137067,0,1.0,63115.200000000004
3.5997227741697486,0,1.0,63115.200000000004
3.814025026274038,0,1.0,63115.200000000004
4.011673134887928,0,1.0,63115.200000000004
4.033499801628437,0,1.0,63115.200000000004
4.090317759130016,0,1.0,63115.200000000004
4.144277799235766,0,1.0,63115.200000000004
4.366370114700942,0,1.0,63115.200000000004
4.380733428751682,0,1.0,63115.200000000004
4.84712673759887,0,1.0,63115.200000000004
5.190956384743885,0,1.0,63115.200000000004
5.284012155539131,0,1.0,63115.200000000004
5.384685385010812,0,1.0,63115.200000000004
5.6443774507750675,0,1.0,63115.200000000004
5.657309690124379,0,1.0,63115.200000000004
5.712075666956736,0,1.0,63115.200000000004
5.712496767956054,0,1.0,63115.200000000004
5.7363384595433615,0,1.0,63115.200000000004
5.873073473828697,0,1.0,63115.200000000004
5.941146178886726,0,1.0,63115.200000000004
5.9471414390473,0,1.0,63115.200000000004
6.098400982372908,0,1.0,63115.200000000004
6.101380276284203,0,1.0,63115.200000000004
6.211133587743234,0,1.0,63115.200000000004
6.310340517677446,0,1.0,63115.200000000004
6.514879461018211,0,1.0,63115.200000000004
6.525872003526615,0,1.0,63115.200000000004
6.570235888327687,0,1.0,63115.200000000004
6.651020172104495,0,1.0,63115.200000000004
6.6958415436970995,0,1.0,63115.200000000004
6.746972339461507,0,1.0,63115.200000000004
6.759261177754013,0,1.0,63115.200000000004
7.018933612319046,0,1.0,63115.200000000004
7.105860535804993,0,1.0,63115.200000000004
7.1781349057332875,0,1.0,63115.200000000004
7.2203291730318995,0,1.0,63115.200000000004
7.263142707068425,0,1.0,63115.200000000004
7.577222741896065,0,1.0,63115.200000000004
7.618816211806177,0,1.0,63115.200000000004
7.687243624126523,0,0.5,31557.600000000002
7.794025727050581,0,1.0,63115.200000000004
7.8990267073017435,0,1.0,63115.200000000004
8.254028735238677,0,1.0,63115.200000000004
8.342980739315692,0,1.0,63115.200000000004
8.524619570415041,0,1.0,63115.200000000004
8.563109171731298,0,1.0,63115.200000000004
8.594365871709812,0,1.0,63115.200000000004
8.617508194694949,0,1.0,63115.200000000004
8.816645584196863,0,1.0,63115.200000000004
8.967412040878429,0,1.0,63115.200000000004
8.96857286744185,0,1.0,63115.200000000004
8.9694225434867,0,1.0,63115.200000000004
9.152158507233423,0,1.0,63115.200000000004
9.424963606909557,0,1.0,63115.200000000004
9.631581286399069,0,1.0,63115.200000000004
10.095626772659728,0,1.0,63115.200000000004
10.173495960436185,0,1.0,63115.200000000004
10.18187631327774,0,1.0,63115.200000000004
10.253514237973235,0,1.0,63115.200000000004
10.311316576521477,0,1.0,63115.200000000004
10.32934711992499,0,1.0,63115.200000000004
10.35701443401689,0,1.0,63115.200000000004
10.495549360217325,0,1.0,63115.200000000004
10.6585182640641,0,1.0,63115.200000000004
10.884941387625702,0,1.0,63115.200000000004
10.901029141958986,0,1.0,63115.200000000004
10.940483871908526,0,1.0,63115.200000000004
11.0252890889671,0,1.0,63115.200000000004
11.137104240256662,0,1.0,63115.200000000004
11.160274512238118,0,1.0,63115.200000000004
11.210286714097037,0,1.0,63115.200000000004
11.33171731201935,0,1.0,63115.200000000004
11.458417297381544,0,1.0,63115.200000000004
11.495424987515435,0,1.0,63115.200000000004
11.858651420302522,0,1.0,63115.200000000004
11.895235687791455,0,1.0,63115.200000000004
11.94329871876144,0,0.5,31557.600000000002
12.054616083746481,0,1.0,63115.200000000004
12.223949858316871,0,1.0,63115.200000000004
