TimeStep,Y_Coordinate,delta_L,stiffener_force,velocity,dampener_force,total_force
0.10000000149011612,21.245860221189716,-3.2258602211897163,-130074.4885595233,0.0,0.0,-130074.4885595233
0.10000000149011612,21.245868230712755,-3.2258682307127557,-130074.73400987223,0.00010040950711642126,2.0081901423284256e-05,-130074.73398979033
0.10000000149011612,21.24586853666989,-3.225868536669889,-130074.74338586425,9.986326043178282e-05,1.9972652086356566e-05,-130074.7433658916
0.10000000149011612,21.24589543121668,-3.2258954312166814,-130075.5675614001,0.0001991987598127316,3.9839751962546324e-05,-130075.56752156034
0.10000000149011612,21.245895131968105,-3.2258951319681053,-130075.55839103872,0.00019843125354143361,3.9686250708286724e-05,-130075.55835135248
0.10000000149011612,21.24593945009006,-3.22593945009006,-130076.91649756092,0.00029625376611919587,5.925075322383918e-05,-130076.91643831016
0.10000000149011612,21.245938289090624,-3.2259382890906245,-130076.88091946839,0.00029528265846567517,5.9056531693135034e-05,-130076.88086041185
0.10000000149011612,21.245998613497214,-3.2259986134972145,-130078.72951200287,0.00039118986634699394,7.823797326939879e-05,-130078.7294337649
0.10000000149011612,21.245994123961655,-3.225994123961655,-130078.59193457739,0.00039003732006737823,7.800746401347565e-05,-130078.59185656992
0.10000000149011612,21.246073156560453,-3.226073156560453,-130081.01379358287,0.0004836491190139213,9.672982380278426e-05,-130081.01369685304
0.10000000149011612,21.24607393154857,-3.2260739315485694,-130081.03754197672,0.00048235549180501984,9.647109836100397e-05,-130081.03744550563
0.10000000149011612,21.24617071074254,-3.22617071074254,-130084.00317256791,0.000573369159099547,0.00011467383181990941,-130084.00305789408
0.10000000149011612,21.246167428251606,-3.226167428251607,-130083.90258724558,0.0005719423373985968,0.00011438846747971937,-130083.90247285711
0.10000000149011612,21.246277981686262,-3.2262779816862626,-130087.29023897237,0.0006600942127808931,0.00013201884255617863,-130087.29010695353
0.10000000149011612,21.246277787229133,-3.226277787229133,-130087.28428035232,0.0006585617258327234,0.00013171234516654468,-130087.28414863998
0.10000000149011612,21.24640651027798,-3.226406510277979,-130091.22860520658,0.000743634430509571,0.00014872688610191421,-130091.22845647969
0.10000000149011612,21.24640814628822,-3.2264081462882217,-130091.27873510608,0.00074203495652468,0.00014840699130493602,-130091.27858669909
0.10000000149011612,21.24655088862122,-3.226550888621219,-130095.6525204738,0.0008239112730632986,0.00016478225461265974,-130095.65235569155
0.10000000149011612,21.246548498902495,-3.2265484989024955,-130095.57929781493,0.0008222590332196285,0.00016445180664392573,-130095.57913336312
0.10000000149011612,21.24670723738757,-3.226707237387572,-130100.4430819506,0.0009008035128040845,0.0001801607025608169,-130100.4429017899
0.10000000149011612,21.246703531690518,-3.226703531690518,-130100.32954025372,0.0008991479470669287,0.00017982958941338575,-130100.32936042413
0.10000000149011612,21.24687450953488,-3.2268745095348805,-130105.5681758861,0.0009743703889057119,0.00019487407778114239,-130105.56798101202
