case_id,side,rudder_angle_deg,rudder_angle_magnitude_deg,ship_sog_kn,current_speed_kn,current_speed_m_s,prop_rotation_factor,prop_rotation_factor_basis,beta,rudder_area_m2,yaw_lever_m,base_force_N,normal_force_N,force_x_surge_downstream_N,force_y_sway_port_N,force_z_heave_N,moment_k_roll_Nm,moment_m_pitch_Nm,moment_n_yaw_bow_port_Nm,moment_n_yaw_bow_port_kN_m,resultant_horizontal_force_N,mooring_reaction_x_upstream_N,mooring_reaction_y_N,mooring_reaction_n_Nm,force_component_basis
b1528_sirocco_moored_current_rudder_forces,port,1.0,1.0,0.0,3.5,1.80054,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,87414.93621768508,1525.6009955602547,26.62540863564192,1525.3686391392166,0.0,0.0,0.0,206382.37687553602,206.382376875536,1525.600995560255,-26.62540863564192,-1525.3686391392166,-206382.37687553602,"rudder induced only; X positive downstream/current drag, Y positive port, N positive bow to port"
b1528_sirocco_moored_current_rudder_forces,port,2.0,2.0,0.0,3.5,1.80054,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,87414.93621768508,3050.737278278433,106.46919558347496,3048.8788515566685,0.0,0.0,0.0,412513.3086156173,412.5133086156173,3050.737278278433,-106.46919558347496,-3048.8788515566685,-412513.3086156173,"rudder induced only; X positive downstream/current drag, Y positive port, N positive bow to port"
b1528_sirocco_moored_current_rudder_forces,port,3.0,3.0,0.0,3.5,1.80054,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,87414.93621768508,4574.944276868493,239.43408348809575,4568.674474737283,0.0,0.0,0.0,618141.6564319545,618.1416564319545,4574.944276868493,-239.43408348809575,-4568.674474737283,-618141.6564319545,"rudder induced only; X positive downstream/current drag, Y positive port, N positive bow to port"
b1528_sirocco_moored_current_rudder_forces,port,4.0,4.0,0.0,3.5,1.80054,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,87414.93621768508,6097.757703113338,425.3580751152633,6082.903871820784,0.0,0.0,0.0,823016.8938573521,823.0168938573521,6097.757703113338,-425.3580751152633,-6082.903871820784,-823016.8938573521,"rudder induced only; X positive downstream/current drag, Y positive port, N positive bow to port"
b1528_sirocco_moored_current_rudder_forces,port,5.0,5.0,0.0,3.5,1.80054,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,87414.93621768508,7618.713693291508,664.0146507205753,7589.722187535982,0.0,0.0,0.0,1026889.4119736184,1026.8894119736185,7618.713693291508,-664.0146507205753,-7589.722187535982,-1026889.4119736184,"rudder induced only; X positive downstream/current drag, Y positive port, N positive bow to port"
b1528_sirocco_moored_current_rudder_forces,starboard,-1.0,1.0,0.0,3.5,1.80054,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,87414.93621768508,-1525.6009955602547,26.62540863564192,-1525.3686391392166,0.0,0.0,0.0,-206382.37687553602,-206.382376875536,1525.600995560255,-26.62540863564192,1525.3686391392166,206382.37687553602,"rudder induced only; X positive downstream/current drag, Y positive port, N positive bow to port"
b1528_sirocco_moored_current_rudder_forces,starboard,-2.0,2.0,0.0,3.5,1.80054,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,87414.93621768508,-3050.737278278433,106.46919558347496,-3048.8788515566685,0.0,0.0,0.0,-412513.3086156173,-412.5133086156173,3050.737278278433,-106.46919558347496,3048.8788515566685,412513.3086156173,"rudder induced only; X positive downstream/current drag, Y positive port, N positive bow to port"
b1528_sirocco_moored_current_rudder_forces,starboard,-3.0,3.0,0.0,3.5,1.80054,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,87414.93621768508,-4574.944276868493,239.43408348809575,-4568.674474737283,0.0,0.0,0.0,-618141.6564319545,-618.1416564319545,4574.944276868493,-239.43408348809575,4568.674474737283,618141.6564319545,"rudder induced only; X positive downstream/current drag, Y positive port, N positive bow to port"
b1528_sirocco_moored_current_rudder_forces,starboard,-4.0,4.0,0.0,3.5,1.80054,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,87414.93621768508,-6097.757703113338,425.3580751152633,-6082.903871820784,0.0,0.0,0.0,-823016.8938573521,-823.0168938573521,6097.757703113338,-425.3580751152633,6082.903871820784,823016.8938573521,"rudder induced only; X positive downstream/current drag, Y positive port, N positive bow to port"
b1528_sirocco_moored_current_rudder_forces,starboard,-5.0,5.0,0.0,3.5,1.80054,1.0,Cr=1.0 because the vessel is moored and the requested case excludes propeller-rotation correction.,600.0,44.93956319369854,135.3,87414.93621768508,-7618.713693291508,664.0146507205753,-7589.722187535982,0.0,0.0,0.0,-1026889.4119736184,-1026.8894119736185,7618.713693291508,-664.0146507205753,7589.722187535982,1026889.4119736184,"rudder induced only; X positive downstream/current drag, Y positive port, N positive bow to port"
