Time,Original_Wind,Original_Wave,Scaled_Wind,Scaled_Wave,Combined_Tension
0.0,608.9828061313513,265.9519400277902,608.9828061313513,265.9519400277902,874.9347461591415
0.1,580.4604245937895,264.09644589533656,580.4604245937895,264.09644589533656,844.5568704891261
0.2,622.6397838904536,246.9735858884237,622.6397838904536,246.9735858884237,869.6133697788773
0.30000000000000004,668.9323704786193,230.18082005384989,668.9323704786193,230.18082005384989,899.1131905324692
0.4,583.2325658582845,270.08576206035247,583.2325658582845,270.08576206035247,853.3183279186369
0.5,585.0180579513486,255.6836896571712,585.0180579513486,255.6836896571712,840.7017476085198
0.6000000000000001,677.0884887647517,261.1797953561706,677.0884887647517,261.1797953561706,938.2682841209223
0.7000000000000001,637.5152608519373,240.4641513190836,637.5152608519373,240.4641513190836,877.979412171021
0.8,576.2942073060377,237.8849154235824,576.2942073060377,237.8849154235824,814.1791227296201
0.9,627.1265925639059,174.7043008043524,627.1265925639059,174.7043008043524,801.8308933682583
1.0,576.6637207745689,215.5505450388196,576.6637207745689,215.5505450388196,792.2142658133885
1.1,575.9901311897828,169.57055273281847,575.9901311897828,169.57055273281847,745.5606839226012
1.2000000000000002,610.4249464402005,217.07315138793945,610.4249464402005,217.07315138793945,827.49809782814
1.3,501.3249835345632,129.73544207229588,501.3249835345632,129.73544207229588,631.0604256068591
1.4000000000000001,509.0224957911189,202.9398514430128,509.0224957911189,202.9398514430128,711.9623472341317
1.5,565.0574218028914,162.0581954093608,565.0574218028914,162.0581954093608,727.1156172122522
1.6,540.0659465747825,146.1334611362279,540.0659465747825,146.1334611362279,686.1994077110104
1.7000000000000002,603.5975924754183,164.07442770974592,603.5975924754183,164.07442770974592,767.6720201851642
1.8,539.3149024882728,183.99124679016813,539.3149024882728,183.99124679016813,723.3061492784409
1.9000000000000001,510.5974658479294,221.96362124088807,510.5974658479294,221.96362124088807,732.5610870888174
2.0,650.6711247805032,239.6563415712752,650.6711247805032,239.6563415712752,890.3274663517784
2.1,561.9704889403959,219.14643528979616,561.9704889403959,219.14643528979616,781.116924230192
2.2,572.2172108256595,244.45403702298904,572.2172108256595,244.45403702298904,816.6712478486486
2.3000000000000003,492.9132047175678,313.85703414337297,492.9132047175678,313.85703414337297,806.7702388609407
2.4000000000000004,531.988118073017,300.9653577549661,531.988118073017,300.9653577549661,832.9534758279831
2.5,559.5763600723074,256.96883818473964,559.5763600723074,256.96883818473964,816.545198257047
2.6,491.0902953671749,235.46410310038468,491.0902953671749,235.46410310038468,726.5543984675596
2.7,561.8426590502216,225.0099370701724,561.8426590502216,225.0099370701724,786.8525961203941
2.8000000000000003,507.2736782315135,224.8038731459148,507.2736782315135,224.8038731459148,732.0775513774283
2.9000000000000004,516.8215516221838,160.07758019521717,516.8215516221838,160.07758019521717,676.899131817401
3.0,495.297588807143,168.3074269470895,495.297588807143,168.3074269470895,663.6050157542325
3.1,611.8733341642326,113.58504237571884,611.8733341642326,113.58504237571884,725.4583765399514
3.2,512.3850610706226,166.79201888733985,512.3850610706226,166.79201888733985,679.1770799579624
3.3000000000000003,453.92333168162105,169.82695480606515,453.92333168162105,169.82695480606515,623.7502864876863
3.4000000000000004,541.6582080251761,136.36534347907406,541.6582080251761,136.36534347907406,678.0235515042502
3.5,433.208768745968,203.34047480418235,433.208768745968,203.34047480418235,636.5492435501503
3.6,498.4368086882066,128.9030313545911,498.4368086882066,128.9030313545911,627.3398400427977
3.7,383.80018409882246,134.6597563250809,383.80018409882246,134.6597563250809,518.4599404239034
3.8000000000000003,409.2363406549061,200.3352205927969,409.2363406549061,200.3352205927969,609.571561247703
3.9000000000000004,479.44677322053786,240.65159192719528,479.44677322053786,240.65159192719528,720.0983651477331
4.0,500.6050690183604,274.4891076739462,500.6050690183604,274.4891076739462,775.0941766923065
4.1000000000000005,466.4715142495083,222.59090752188536,466.4715142495083,222.59090752188536,689.0624217713937
4.2,446.5081834733237,277.5450997937574,446.5081834733237,277.5450997937574,724.053283267081
4.3,431.811197430946,248.43366929999587,431.811197430946,248.43366929999587,680.2448667309418
4.4,367.7257614246883,243.9602436537201,367.7257614246883,243.9602436537201,611.6860050784085
4.5,400.67540270410217,270.38892621911884,400.67540270410217,270.38892621911884,671.064328923221
4.6000000000000005,408.90137075381097,253.8936851077412,408.90137075381097,253.8936851077412,662.7950558615521
4.7,480.3237449221817,174.117232559097,480.3237449221817,174.117232559097,654.4409774812787
4.800000000000001,440.4691245123448,250.69454445577907,440.4691245123448,250.69454445577907,691.1636689681238
4.9,331.25952507718387,232.1640977755929,331.25952507718387,232.1640977755929,563.4236228527768
5.0,432.0570999889501,157.26184202450398,432.0570999889501,157.26184202450398,589.318942013454
5.1000000000000005,393.3722463268354,175.51667059516873,393.3722463268354,175.51667059516873,568.8889169220041
5.2,375.8985429992831,169.63623079766364,375.8985429992831,169.63623079766364,545.5347737969468
5.300000000000001,437.80293678382526,158.2312895897001,437.80293678382526,158.2312895897001,596.0342263735254
5.4,456.6097415303462,134.35178273269264,456.6097415303462,134.35178273269264,590.9615242630389
5.5,449.8391001570023,135.97217086733974,449.8391001570023,135.97217086733974,585.811271024342
5.6000000000000005,359.91127584948595,164.90937911491798,359.91127584948595,164.90937911491798,524.820654964404
