Time (s),Effective Tension at FST Vessel End (kN),Effective Tension at FST Jacket End (kN),Effective Tension at Jacket End (kN),Dummy Column 1,Dummy Column 2
0.0,788.3767227568674,748.957886619024,709.5390504811807,0.0,0.0
0.1,826.9120324841668,785.5664308599585,744.2208292357502,0.0,0.0
0.2,853.5651713831309,810.8869128139743,768.2086542448178,0.0,0.0
0.30000000000000004,871.872549739724,828.2789222527377,784.6852947657517,0.0,0.0
0.4,870.0648138319589,826.5615731403609,783.058332448763,0.0,0.0
0.5,884.7756348191665,840.5368530782081,796.2980713372499,0.0,0.0
0.6000000000000001,879.355158531086,835.3874006045316,791.4196426779774,0.0,0.0
0.7000000000000001,874.922650037802,831.1765175359119,787.4303850340218,0.0,0.0
0.8,864.389808669014,821.1703182355633,777.9508278021126,0.0,0.0
0.9,861.2853508249352,818.2210832836885,775.1568157424417,0.0,0.0
1.0,872.4267422303826,828.8054051188634,785.1840680073444,0.0,0.0
1.1,868.2360731614127,824.8242695033421,781.4124658452714,0.0,0.0
1.2000000000000002,882.7599234030838,838.6219272329296,794.4839310627755,0.0,0.0
1.3,879.2087672373872,835.2483288755178,791.2878905136484,0.0,0.0
1.4000000000000001,896.5508457053456,851.7233034200783,806.8957611348111,0.0,0.0
1.5,909.7301979375239,864.2436880406477,818.7571781437715,0.0,0.0
1.6,916.5171739003398,870.6913152053228,824.8654565103059,0.0,0.0
1.7000000000000002,906.2489597723434,860.9365117837261,815.624063795109,0.0,0.0
1.8,900.4695828123016,855.4461036716865,810.4226245310715,0.0,0.0
1.9000000000000001,891.8253108866667,847.2340453423333,802.642779798,0.0,0.0
2.0,876.6391795417563,832.8072205646685,788.9752615875807,0.0,0.0
2.1,848.1225328906081,805.7164062460777,763.3102796015473,0.0,0.0
2.2,818.7950574011027,777.8553045310475,736.9155516609924,0.0,0.0
2.3000000000000003,809.8241491668559,769.3329417085131,728.8417342501704,0.0,0.0
2.4000000000000004,786.6105245513393,747.2799983237722,707.9494720962053,0.0,0.0
2.5,762.7212863072582,724.5852219918953,686.4491576765324,0.0,0.0
2.6,764.5858151725887,726.3565244139593,688.1272336553299,0.0,0.0
2.7,761.185452581553,723.1261799524754,685.0669073233977,0.0,0.0
2.8000000000000003,751.6436158300194,714.0614350385184,676.4792542470175,0.0,0.0
2.9000000000000004,760.7536342559406,722.7159525431435,684.6782708303466,0.0,0.0
3.0,764.1506086207046,725.9430781896693,687.7355477586342,0.0,0.0
3.1,754.8529885366511,717.1103391098185,679.367689682986,0.0,0.0
