,OD,ID,t,Pd,Pa,Pt,Pb
0,14.0,12.0,1.0,4150.625239321783,4669.453394237006,6920.211460535059,6917.708732202972
1,14.2,12.0,1.1,4660.052372538927,5242.558919106294,7556.995377056493,7766.753954231545
2,14.4,12.0,1.2,5162.354416808203,5807.648718909229,8184.872932393076,8603.924028013671
3,14.6,12.0,1.3,5657.727935788492,6364.943927762053,8804.089831118443,9429.546559647486
4,14.8,12.0,1.4,6146.36146962674,6914.656653330083,9414.881748416256,10243.935782711233
5,15.0,12.0,1.5,6628.435965783711,7456.990461506676,10017.474868612468,11047.393276306186
6,15.2,12.0,1.6,7104.1251813257595,7992.14082899148,10612.08638804003,11840.208635542933
7,15.4,12.0,1.7,7573.596058920676,8520.295566285762,11198.924985033675,12622.660098201128
8,15.6,12.0,1.8,8037.00907857358,9041.635213395279,11778.191259599807,13395.015130955968
9,15.8,12.0,1.9,8494.518586957507,9556.333410327195,12350.078145079713,14157.530978262512
10,16.0,12.0,2.0,8946.273106029543,10064.557244283236,12914.771293919754,14910.455176715905
